Date,Close,Predictions
2021-04-07,0.5113537340094901,0.4752768
2021-04-08,0.4904227135766047,0.4751713
2021-04-09,0.507173312004116,0.47520968
2021-04-12,0.4375389211327559,0.4751849
2021-04-13,0.3462075255357522,0.47520283
2021-04-14,0.542434420458839,0.47516042
2021-04-15,0.4807964781842335,0.47525352
2021-04-16,0.5239083946306402,0.47517544
2021-04-19,0.46385788589067695,0.4751907
2021-04-20,0.6869874820219639,0.47518626
2021-04-21,0.693199930269813,0.4752318
2021-04-22,0.3975583585073308,0.4752069
2021-04-23,0.5267222606910914,0.47520283
2021-04-26,0.4502706581281593,0.47518012
2021-04-27,0.49958845307509797,0.47519088
2021-04-28,0.5204215845989267,0.4752281
2021-04-29,0.5295885233214546,0.47523102
2021-04-30,0.39460180626550406,0.4752154
2021-05-03,0.5919077618919143,0.4752265
2021-05-04,0.5200823373736336,0.47516888
2021-05-05,0.46322093141773457,0.475212
2021-05-06,0.6016527465037009,0.47516993
2021-05-07,0.3752878777847558,0.47522232
2021-05-10,0.5091495649662524,0.4752214
2021-05-11,0.4108921552673496,0.47520196
2021-05-12,0.37365136501947255,0.47519365
2021-05-13,0.5923555016939738,0.47521242
2021-05-14,0.5019046723126368,0.47519356
2021-05-17,0.4988562444178397,0.47519222
2021-05-18,0.4382370146573909,0.4752274
2021-05-19,0.45585074786185453,0.47517797
2021-05-20,0.5088140973813491,0.47520065
2021-05-21,0.5150606541047781,0.4752095
2021-05-24,0.48208419825189974,0.4752198
2021-05-25,0.4481767973048311,0.47521898
2021-05-26,0.46745425114024514,0.47521377
2021-05-27,0.4993774176688596,0.47516027
2021-05-28,0.47982987960910894,0.47519767
2021-06-01,0.49971093176217474,0.47520998
2021-06-02,0.5400476886945642,0.4751657
2021-06-03,0.47653869681262856,0.47522902
2021-06-04,0.5521092625938991,0.47516674
2021-06-07,0.5047765809909548,0.47520962
2021-06-08,0.5210809647857533,0.47521707
2021-06-09,0.5407064155586048,0.47519034
2021-06-10,0.47817668499052557,0.4752341
2021-06-11,0.5093365301527707,0.47519377
2021-06-14,0.4382733801554372,0.47522515
2021-06-15,0.4587484940445169,0.47520292
2021-06-16,0.4275917957803761,0.47520897
2021-06-17,0.40148650249441836,0.4751888
2021-06-18,0.3909812558168486,0.47520953
2021-06-21,0.6158297830635461,0.4752289
2021-06-22,0.4721663460072108,0.47521755
2021-06-23,0.4183540507599333,0.47520068
2021-06-24,0.5137793188743291,0.47519237
2021-06-25,0.5347358361755924,0.47518224
2021-06-28,0.42590923076037007,0.4752132
2021-06-29,0.49247957795362485,0.47521135
2021-06-30,0.5213592457505902,0.47520348
2021-07-01,0.4920257771643941,0.47522882
2021-07-02,0.23238124229580942,0.47520906
2021-07-06,0.4350752327565345,0.47518677
2021-07-07,0.523239399343318,0.4751955
2021-07-08,0.5183104686000508,0.47520038
2021-07-09,0.5127145706745012,0.47518697
