Date,Open,High,Low,Close,Open_Pred,High_Pred,Low_Pred,Close_Pred
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964842,125.82109,128.42542,124.82649,128.02217
2021-01-19,127.77999877929686,128.7100067138672,126.94000244140624,127.83000183105467,124.66474,127.27685,124.347145,127.147415
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,124.1479,126.42012,122.98325,126.368866
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,126.96154,128.48257,124.87336,129.08305
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,132.1,132.96138,129.8114,133.56229
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,133.57477,133.48709,130.83359,134.64215
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,136.3078,137.13611,134.14233,137.98373
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,137.40224,139.67726,135.83665,140.12865
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,135.91833,138.45006,136.04652,139.26395
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,133.59492,136.01492,133.84787,137.011
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,129.20735,132.48695,129.56883,133.2023
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,128.55722,132.5391,128.56268,132.64653
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,130.59865,133.96411,129.86392,134.65967
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,129.42935,132.57214,129.10802,133.28323
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,131.65344,134.23044,129.92271,134.79762
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,132.35112,134.98206,131.34833,135.5104
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,132.09595,134.34898,131.02655,134.32974
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,132.25003,133.85667,131.31839,135.06204
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,130.9844,133.2089,130.74933,133.65941
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,131.02806,132.87665,129.90962,132.92355
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,131.02415,132.94498,129.42297,133.84352
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,129.87372,132.14758,129.16928,132.66736
2021-02-18,129.1999969482422,130.0,127.41000366210936,129.7100067138672,127.17364,129.80528,126.22546,130.31224
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,125.46714,128.79916,124.34513,128.38794
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,126.053635,128.9176,124.88347,128.47919
2021-02-23,123.76000213623047,126.70999908447264,118.38999938964844,125.86000061035156,123.97931,126.87767,123.02118,126.530594
2021-02-24,124.94000244140625,125.55999755859375,122.23000335693358,125.34999847412111,120.326164,123.865776,119.18585,122.78278
2021-02-25,124.68000030517578,126.45999908447264,120.54000091552734,120.98999786376952,121.48027,124.266495,119.46029,123.682816
2021-02-26,122.58999633789064,124.84999847412111,121.1999969482422,121.26000213623047,119.384346,123.07187,118.61033,121.89871
2021-03-01,123.75000000000001,127.93000030517578,122.79000091552733,127.79000091552736,119.17927,122.25955,117.82728,121.59671
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623048,125.12000274658203,122.52538,124.33043,120.328354,124.460594
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789064,122.05999755859376,122.9696,125.75138,121.762566,124.27368
2021-03-04,121.75,123.59999847412108,118.62000274658205,120.12999725341795,120.90876,123.439224,119.40209,122.952194
2021-03-05,120.98000335693361,121.94000244140622,117.56999969482422,121.41999816894531,117.52003,121.60545,117.678154,120.87002
2021-03-08,120.9300003051758,121.0,116.20999908447267,116.36000061035156,117.0846,120.1609,116.57875,118.89066
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789061,114.98612,118.58794,114.5683,117.79911
2021-03-10,121.69000244140625,122.16999816894533,119.4499969482422,119.9800033569336,117.73509,120.40565,115.57968,119.85867
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623048,121.95999908447267,117.54551,119.721825,116.419426,119.917534
2021-03-12,120.4000015258789,121.16999816894533,119.16000366210938,121.02999877929686,119.44259,122.56185,117.54905,120.83742
2021-03-15,121.41000366210939,124.0,120.41999816894534,123.9899978637695,117.30322,120.4916,115.94804,119.60314
2021-03-16,125.6999969482422,127.22000122070314,124.72000122070312,125.56999969482423,119.88066,122.16351,118.54732,121.52262
2021-03-17,124.0500030517578,125.86000061035156,122.33999633789064,124.76000213623048,122.696335,123.35775,120.85238,123.449234
2021-03-18,122.87999725341795,123.18000030517577,120.31999969482423,120.52999877929688,121.18234,123.437294,120.108444,123.39572
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376952,118.261955,121.27068,117.49365,120.29742
2021-03-22,120.33000183105467,123.87000274658205,120.26000213623048,123.38999938964844,117.37271,119.77548,116.33778,119.825134
2021-03-23,123.33000183105466,124.23999786376952,122.13999938964844,122.54000091552734,119.26841,121.31741,117.776215,120.67155
2021-03-24,122.81999969482423,122.9000015258789,120.06999969482423,120.08999633789062,120.474495,121.932014,118.5863,122.57476
2021-03-25,119.54000091552734,121.66000366210938,119.00000000000001,120.58999633789061,118.51099,120.51625,117.53384,120.36912
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447267,116.989174,119.972084,115.81485,119.06029
2021-03-29,121.65000152587889,122.58000183105466,120.7300033569336,121.38999938964844,117.30114,120.0529,116.454124,119.91962
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,118.61205,120.59746,117.63284,120.20007
2021-03-31,121.65000152587889,123.51999664306642,121.15000152587889,122.15000152587892,117.36373,118.849594,115.966965,118.88064
2021-04-01,123.66000366210936,124.18000030517578,122.48999786376952,122.99999999999999,119.45684,121.14811,117.887726,120.91042
2021-04-05,123.87000274658205,126.16000366210938,123.06999969482422,125.9000015258789,120.37964,122.00542,118.92166,122.08689
2021-04-06,126.50000000000001,127.12999725341797,125.6500015258789,126.20999908447266,121.480125,123.19337,120.12993,123.102844
2021-04-07,125.83000183105467,127.91999816894534,125.13999938964842,127.9000015258789,122.61422,123.95858,121.36669,124.28034
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,123.83452,124.66737,122.55748,125.42665
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,126.00203,127.313995,124.43641,127.382675
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,128.09033,128.98424,126.138695,129.69022
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,127.27075,128.6494,126.586624,129.01506
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,129.55397,130.4265,127.8331,131.5574
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,128.29637,130.84053,128.43146,131.40016
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,130.10933,131.73468,129.01324,132.52808
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,129.14406,131.23366,128.80869,132.51628
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,130.47755,132.27332,129.65608,132.79422
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,129.16208,130.85857,128.94606,132.15051
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,128.83765,131.19176,128.06375,131.74605
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,127.715065,129.718,127.17154,130.60747
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,129.46645,131.09717,128.2869,132.22754
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,130.32385,131.78712,128.83281,132.66754
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,130.70372,132.64241,129.45801,133.1086
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,129.99408,132.0994,129.17216,132.01595
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,130.16525,132.08517,129.72832,133.10411
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,127.68059,130.14069,127.26575,130.98526
2021-05-04,131.19000244140625,131.49000549316406,126.6999969482422,127.8499984741211,128.19408,130.39738,127.58525,130.91696
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070311,128.10000610351562,125.31859,127.88061,125.10447,128.2902
2021-05-06,127.88999938964844,129.75,127.12999725341795,129.74000549316406,125.77655,128.3968,124.1883,128.17256
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,124.63998,127.33047,123.42765,127.47968
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.84999847412111,126.88976,128.94774,125.39004,128.79814
2021-05-11,123.50000000000001,126.2699966430664,122.7699966430664,125.91000366210939,124.62674,126.756966,123.267136,127.10317
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,121.41219,125.369804,120.7126,124.47608
2021-05-13,124.58000183105467,126.1500015258789,124.26000213623048,124.97000122070314,120.21289,123.239044,119.3675,121.90041
2021-05-14,126.24999999999999,127.88999938964842,125.8499984741211,127.4499969482422,122.43694,124.49593,120.65497,124.25887
2021-05-17,126.81999969482422,126.93000030517577,125.16999816894531,126.2699966430664,123.75496,125.91054,121.772385,125.22043
2021-05-18,126.55999755859376,126.9899978637695,124.77999877929688,124.84999847412108,122.99706,125.21225,121.503784,125.237305
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035155,124.69000244140624,122.399376,124.763535,121.16156,123.93772
2021-05-20,125.2300033569336,127.72000122070311,125.0999984741211,127.30999755859378,121.03612,123.803566,119.69276,123.79071
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,123.03374,125.13547,121.90935,124.853874
2021-05-24,126.01000213623048,127.94000244140624,125.94000244140624,127.0999984741211,123.00566,124.35258,122.24184,124.405106
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482423,126.9000015258789,123.62828,125.2105,121.867256,125.20389
2021-05-26,126.95999908447266,127.38999938964845,126.41999816894534,126.84999847412111,123.41041,126.08669,122.19293,125.95735
2021-05-27,126.44000244140624,127.63999938964845,125.08000183105469,125.27999877929688,123.66835,125.75798,122.67154,125.64897
2021-05-28,125.5699996948242,125.8000030517578,124.5500030517578,124.61000061035156,122.30662,124.73483,121.675835,124.259026
2021-06-01,125.08000183105467,125.34999847412108,123.94000244140625,124.27999877929689,121.9157,124.25919,121.187775,124.65973
2021-06-02,124.27999877929686,125.2399978637695,124.0500030517578,125.05999755859375,121.40755,123.57742,120.75505,123.52324
2021-06-03,124.68000030517578,124.84999847412111,123.12999725341797,123.54000091552734,121.57378,124.04862,120.44438,123.68997
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964842,120.54693,122.90696,119.86096,122.72321
2021-06-07,126.16999816894534,126.31999969482422,124.83000183105469,125.9000015258789,122.04679,123.78917,120.55098,123.77439
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447264,126.73999786376953,122.660614,124.34964,121.0784,124.51554
2021-06-09,127.20999908447266,127.75,126.51999664306639,127.12999725341794,123.67858,125.37158,122.33092,125.53999
