Date,Open,High,Low,Close,Open_Pred,High_Pred,Low_Pred,Prediction
11/8/2016,193.789993,197.49000499999997,191.259995,194.940002,189.77356,192.70009,189.3741,189.07349
11/9/2016,186.880005,192.00000000000003,183.949997,190.059998,191.44583,194.98396,190.66898,191.77606
11/10/2016,191.05000300000003,191.610001,180.419998,185.350006,184.99413,188.88033,183.62975,185.42484
11/11/2016,184.240005,188.880005,183.0,188.559998,180.35374,185.05516,178.84073,180.54623
11/14/2016,188.0,188.25,178.190002,181.449997,184.74297,187.61794,183.85788,184.93825
11/15/2016,182.779999,186.429993,182.050003,183.77000400000003,177.90385,182.81076,176.24803,179.09175
11/16/2016,182.649994,184.729996,181.210007,183.929993,181.28445,185.04578,181.36337,182.24644
11/17/2016,183.490005,189.490005,182.110001,188.660004,180.43552,184.33426,179.80382,181.47292
11/18/2016,190.649994,193.0,185.0,185.020004,185.69913,188.39066,185.10875,184.9406
11/21/2016,185.039993,188.889999,184.410004,184.520004,182.49704,186.8503,181.07385,182.64207
11/22/2016,185.839996,191.470001,183.710007,191.16999800000002,181.80728,185.90138,180.7466,181.14383
11/23/2016,190.610001,195.639999,189.0,193.139999,188.51822,191.09967,187.44737,188.31163
11/25/2016,193.639999,197.240005,193.639999,196.649994,189.87935,193.3776,188.842,188.87231
11/28/2016,195.479996,199.350006,194.550003,196.119995,192.01881,195.67671,191.68388,191.53235
11/29/2016,195.559998,196.729996,189.5,189.570007,193.09515,196.0777,191.65402,192.4748
11/30/2016,191.0,191.889999,187.5,189.399994,187.72894,191.91344,186.98364,188.85065
12/1/2016,188.25,188.529999,181.0,181.880005,184.44958,187.86722,184.25781,184.04684
12/2/2016,182.880005,184.880005,180.0,181.470001,179.25055,183.27115,178.52306,180.25569
12/5/2016,182.509995,188.889999,182.509995,186.800003,179.8129,183.3593,178.99927,180.67336
12/6/2016,185.520004,186.58000200000004,182.67999300000002,185.85000599999998,185.54999,189.76135,184.76598,186.32161
12/7/2016,186.149994,193.399994,185.0,193.149994,181.96135,184.5864,180.98761,181.3937
12/8/2016,192.050003,192.5,189.539993,192.289993,190.41385,193.76134,189.67012,190.22539
12/9/2016,190.869995,193.839996,190.809998,192.179993,186.56813,190.03697,186.15259,187.14778
12/12/2016,192.800003,194.419998,191.179993,192.429993,189.48376,193.75816,188.9708,189.82126
12/13/2016,193.17999300000002,201.279999,193.0,198.149994,188.76195,191.45322,187.5282,187.67621
12/14/2016,198.740005,203.0,196.759995,198.690002,195.27795,199.26152,194.87793,194.68121
12/15/2016,198.410004,200.740005,197.389999,197.580002,196.30482,198.53061,194.82825,194.53479
12/16/2016,198.08000199999998,202.589996,197.600006,202.490005,194.94328,199.10161,194.33202,195.28465
12/19/2016,202.490005,204.449997,199.839996,202.729996,198.93884,202.098,199.0759,199.40381
12/20/2016,203.050003,209.0,202.5,208.789993,199.55396,203.01463,198.86234,199.50104
12/21/2016,208.449997,212.22999599999997,207.410004,207.699997,204.21411,207.36964,203.44121,203.20428
12/22/2016,208.220001,209.990005,206.49999999999997,208.449997,205.08003,209.48024,204.32947,205.54237
12/23/2016,208.0,213.449997,207.710007,213.339996,205.82332,208.9348,205.0957,204.8592
12/27/2016,214.880005,222.25,214.419998,219.529999,208.96452,211.66617,208.24179,208.11487
12/28/2016,221.52999899999998,223.800003,217.199997,219.740005,216.44774,219.8377,216.0133,215.67125
12/29/2016,218.559998,219.199997,214.119995,214.679993,215.98537,219.2751,214.74124,214.5903
12/30/2016,216.300003,217.5,211.679993,213.690002,211.58385,215.76775,210.81892,212.1769
1/3/2017,214.860001,220.330002,210.960007,216.990005,209.9782,213.99629,209.6808,210.16173
1/4/2017,214.75,228.0,214.309998,226.99000500000002,212.90924,216.78899,212.6895,213.166
1/5/2017,226.419998,227.479996,221.949997,226.75,222.04137,225.61809,220.65056,221.0835
1/6/2017,226.929993,230.309998,225.449997,229.009995,222.83534,226.30775,221.31197,222.22104
1/9/2017,228.970001,231.919998,228.0,231.279999,224.46672,228.46625,224.13048,224.56937
1/10/2017,232.0,232.0,226.889999,229.869995,225.34396,228.77386,225.24466,225.29956
1/11/2017,229.070007,229.979996,226.679993,229.729996,225.52216,229.45306,225.08693,224.9475
1/12/2017,229.059998,230.699997,225.580002,229.589996,224.412,227.6096,223.80331,223.97293
1/13/2017,230.0,237.850006,229.589996,237.75,225.1802,229.3727,224.65604,225.27806
1/17/2017,236.69999699999997,239.960007,234.369995,235.580002,233.283,235.5428,232.01472,231.48718
1/18/2017,236.649994,239.710007,235.580002,238.360001,230.67064,234.54466,229.62479,230.05766
1/19/2017,247.25,248.679993,240.75,243.759995,234.8669,239.0026,234.97385,234.38762
1/20/2017,245.460007,246.0,243.009995,244.729996,240.40373,244.34492,240.66917,240.61043
1/23/2017,245.850006,250.889999,245.5,248.919998,239.5343,243.46535,239.40202,238.9838
1/24/2017,250.0,254.800003,249.649994,254.610001,244.24014,248.14876,243.63203,243.35606
1/25/2017,257.309998,258.459991,251.800003,254.470001,250.36609,252.93568,249.38237,248.81459
1/26/2017,254.289993,255.740005,250.75,252.509995,250.1283,253.54124,249.2829,248.84866
1/27/2017,251.380005,253.0,248.520004,252.949997,247.43562,250.57257,247.05319,246.62152
1/30/2017,252.529999,255.289993,247.10000600000004,250.630005,246.23311,250.79878,246.39401,246.7034
1/31/2017,249.240005,255.889999,247.699997,251.929993,245.38724,249.36345,245.13837,245.35484
2/1/2017,253.050003,253.199997,249.050003,249.240005,247.42014,251.59846,246.47443,246.6943
2/2/2017,248.339996,252.419998,247.710007,251.550003,244.66435,248.29437,243.54637,243.13411
2/3/2017,251.910004,252.179993,249.679993,251.330002,247.69641,251.26788,247.68575,248.32037
2/6/2017,251.0,257.820007,250.630005,257.769989,245.79509,249.21912,245.99748,245.61401
2/7/2017,258.190002,260.0,256.420013,257.480011,252.38315,255.92737,252.28116,251.26535
2/8/2017,257.350006,263.359985,256.200012,262.079987,251.95094,255.3555,251.33029,251.3051
2/9/2017,266.25,271.179993,266.149994,269.200012,256.87225,261.00812,256.6441,256.1694
2/10/2017,269.790009,270.950012,266.109985,269.230011,263.60638,266.5998,263.47165,262.38593
2/13/2017,270.73999,280.790009,270.51001,280.600006,262.91827,266.2479,262.4826,261.2495
2/14/2017,279.029999,287.390015,278.609985,280.980011,273.99704,277.10565,274.0173,272.92578
2/15/2017,280.0,282.23999,276.440002,279.76001,275.10425,278.91525,274.22678,273.212
2/16/2017,277.600006,280.0,268.5,268.950012,272.62054,275.82596,271.8051,269.99216
2/17/2017,265.799988,272.890015,264.149994,272.230011,262.98676,267.40576,262.77173,263.03937
2/21/2017,275.450012,281.399994,274.01001,277.390015,265.7672,269.54413,265.68964,265.22092
2/22/2017,280.309998,283.45001199999996,272.600006,273.51001,272.00906,275.49988,271.36713,270.9106
2/23/2017,264.0,264.660004,255.559998,255.990005,269.4396,273.88116,268.5304,269.52286
2/24/2017,252.660004,258.25,250.199997,257.0,250.16779,255.6163,249.7388,250.10931
2/27/2017,248.169998,248.360001,242.009995,246.229996,250.3803,253.50429,249.69948,250.1085
2/28/2017,244.190002,251.0,243.899994,249.990005,238.12323,242.33545,237.66875,240.1058
3/1/2017,254.179993,254.850006,249.110001,250.020004,245.20311,250.21455,245.43471,245.84534
3/2/2017,249.710007,253.279999,248.270004,250.479996,245.63261,248.32408,243.83449,243.99834
3/3/2017,250.740005,251.899994,249.0,251.570007,246.1223,250.82603,246.63515,247.34813
3/6/2017,247.91000400000001,251.699997,247.509995,251.210007,244.98602,248.0386,245.41595,245.1019
3/7/2017,251.919998,253.889999,248.320007,248.589996,244.21011,248.61319,244.73894,244.05003
3/8/2017,247.0,250.070007,245.320007,246.869995,245.10951,248.51646,244.07004,244.51392
3/9/2017,247.630005,248.660004,243.0,244.899994,242.21664,245.45491,240.97293,240.92592
3/10/2017,246.210007,246.5,243.0,243.690002,239.93591,243.77911,240.23929,240.14029
3/13/2017,244.820007,246.85000599999998,242.779999,246.169998,238.51201,241.7827,238.17378,238.04408
3/14/2017,246.110001,258.119995,246.020004,258.0,242.00038,246.12254,242.67691,243.04803
3/15/2017,257.0,261.0,254.270004,255.729996,253.1453,256.1411,252.38939,252.11172
3/16/2017,262.399994,265.75,259.059998,262.049988,250.74254,254.43336,249.27316,249.04958
